Timestamp,Open,High,Low,Close,Volume
1734473400000,106394.80000000,106394.80000000,106314.41000000,106314.41000000,5.57990000,1734473459999,593441.59424560,4117,0.64084000,68147.50723250,0
1734473460000,106314.41000000,106314.41000000,106250.00000000,106276.14000000,11.14833000,1734473519999,1184824.36983770,3118,5.63852000,599194.38283760,0
1734473520000,106276.14000000,106276.14000000,106234.26000000,106234.26000000,7.66055000,1734473579999,813956.90857160,2156,1.04791000,111343.02674960,0
1734473580000,106234.26000000,106234.27000000,106208.03000000,106208.03000000,12.11392000,1734473639999,1286768.14315530,2207,2.74693000,291780.90983180,0
1734473640000,106208.04000000,106221.87000000,106180.00000000,106180.02000000,12.30037000,1734473699999,1306321.36577410,2027,3.95813000,420352.63814450,0
1734473700000,106180.02000000,106187.36000000,106170.01000000,106170.04000000,4.41918000,1734473759999,469222.46099880,2307,1.16325000,123509.99919070,0
1734473760000,106170.04000000,106180.01000000,106170.00000000,106180.00000000,8.27254000,1734473819999,878300.72097800,798,5.77491000,613125.93000370,0
1734473820000,106180.01000000,106180.01000000,106127.10000000,106127.10000000,14.33993000,1734473879999,1522162.55001320,4349,2.30469000,244618.82528600,0
1734473880000,106127.11000000,106127.65000000,106120.00000000,106120.00000000,6.16920000,1734473939999,654719.28517770,804,3.33164000,353577.39225530,0
1734473940000,106120.00000000,106120.01000000,106050.00000000,106055.56000000,19.64125000,1734473999999,2083788.82300080,2509,4.09063000,433897.22069910,0
1734474000000,106055.56000000,106055.56000000,106045.27000000,106045.28000000,6.77704000,1734474059999,718711.72134830,835,2.02921000,215201.25993490,0
1734474060000,106045.27000000,106045.28000000,106027.58000000,106027.59000000,3.44471000,1734474119999,365256.79482210,1120,1.74584000,185113.93361210,0
1734474120000,106027.59000000,106027.59000000,105950.00000000,105968.54000000,59.07604000,1734474179999,6261784.08970120,3953,8.64039000,915762.52369600,0
1734474180000,105968.54000000,105974.24000000,105910.68000000,105910.68000000,12.14846000,1734474239999,1287020.22250640,2219,3.07244000,325515.90661710,0
1734474240000,105910.68000000,105910.69000000,105769.02000000,105830.00000000,33.59933000,1734474299999,3556142.63965210,7180,8.50709000,900268.82497990,0
1734474300000,105829.99000000,105910.86000000,105750.00000000,105864.16000000,36.81513000,1734474359999,3895565.48968310,9379,19.17228000,2028674.23841670,0
1734474360000,105864.15000000,105864.15000000,105767.24000000,105777.37000000,19.10257000,1734474419999,2021161.41292310,5665,9.26146000,979836.40991090,0
1734474420000,105777.37000000,105905.74000000,105777.36000000,105905.74000000,13.69205000,1734474479999,1448858.65637300,6160,12.15665000,1286410.38011630,0
1734474480000,105905.73000000,105936.00000000,105831.62000000,105872.01000000,35.30218000,1734474539999,3738036.87548050,7177,19.63633000,2079051.90621400,0
1734474540000,105872.01000000,105922.42000000,105832.01000000,105861.41000000,26.53525000,1734474599999,2809136.29309470,8651,9.59939000,1016182.01404300,0
