Short EMA,Long EMA,Order Ratio,Final Balance
12,39,1.8333333333333333,991.3056261872541
12,39,2.0,991.3056261872541
12,38,0.8333333333333333,991.3056261872541
12,39,1.5,991.3056261872541
12,38,0.5,991.3056261872541
12,39,1.6666666666666665,991.3056261872541
12,38,1.0,991.3056261872541
12,38,2.0,991.3056261872541
12,38,1.3333333333333333,991.3056261872541
12,38,0.6666666666666666,991.3056261872541
12,38,1.1666666666666665,991.3056261872541
12,38,1.5,991.3056261872541
12,38,1.6666666666666665,991.3056261872541
12,38,1.8333333333333333,991.3056261872541
12,39,0.5,991.3056261872541
12,39,0.6666666666666666,991.3056261872541
12,39,0.8333333333333333,991.3056261872541
12,39,1.0,991.3056261872541
12,39,1.1666666666666665,991.3056261872541
12,39,1.3333333333333333,991.3056261872541
12,48,1.5,990.1710048805131
12,48,1.6666666666666665,990.1710048805131
12,48,1.8333333333333333,990.1710048805131
12,48,2.0,990.1710048805131
13,49,1.8333333333333333,990.1710048805131
13,49,2.0,990.1710048805131
13,49,1.5,990.1710048805131
13,48,0.6666666666666666,990.1710048805131
13,48,0.5,990.1710048805131
13,48,1.8333333333333333,990.1710048805131
13,49,1.0,990.1710048805131
13,49,0.8333333333333333,990.1710048805131
13,49,0.6666666666666666,990.1710048805131
13,49,0.5,990.1710048805131
13,48,2.0,990.1710048805131
13,48,1.6666666666666665,990.1710048805131
12,48,0.5,990.1710048805131
12,48,0.6666666666666666,990.1710048805131
12,48,0.8333333333333333,990.1710048805131
13,48,1.3333333333333333,990.1710048805131
13,48,1.1666666666666665,990.1710048805131
13,48,1.0,990.1710048805131
13,48,0.8333333333333333,990.1710048805131
13,48,1.5,990.1710048805131
13,49,1.1666666666666665,990.1710048805131
13,49,1.3333333333333333,990.1710048805131
13,49,1.6666666666666665,990.1710048805131
12,48,1.0,990.1710048805131
12,48,1.1666666666666665,990.1710048805131
12,48,1.3333333333333333,990.1710048805131
12,47,1.6666666666666665,989.9391412624022
12,47,1.0,989.9391412624022
12,47,0.8333333333333333,989.9391412624022
12,47,0.6666666666666666,989.9391412624022
12,47,0.5,989.9391412624022
12,47,1.3333333333333333,989.9391412624022
12,47,1.5,989.9391412624022
12,47,2.0,989.9391412624022
12,47,1.1666666666666665,989.9391412624022
12,47,1.8333333333333333,989.9391412624022
13,37,0.6666666666666666,989.7653567415251
13,37,0.8333333333333333,989.7653567415251
13,37,1.0,989.7653567415251
13,37,1.1666666666666665,989.7653567415251
13,36,1.1666666666666665,989.7653567415251
13,37,1.5,989.7653567415251
13,37,1.6666666666666665,989.7653567415251
13,37,1.8333333333333333,989.7653567415251
13,37,2.0,989.7653567415251
13,37,1.3333333333333333,989.7653567415251
13,36,0.5,989.7653567415251
13,36,0.6666666666666666,989.7653567415251
13,36,0.8333333333333333,989.7653567415251
13,36,1.0,989.7653567415251
13,36,1.3333333333333333,989.7653567415251
13,36,1.5,989.7653567415251
13,36,1.6666666666666665,989.7653567415251
13,36,1.8333333333333333,989.7653567415251
13,36,2.0,989.7653567415251
13,37,0.5,989.7653567415251
11,41,1.3333333333333333,989.4110350184869
11,41,1.1666666666666665,989.4110350184869
11,41,2.0,989.4110350184869
11,41,1.8333333333333333,989.4110350184869
11,41,0.8333333333333333,989.4110350184869
11,41,0.6666666666666666,989.4110350184869
11,41,0.5,989.4110350184869
11,41,1.6666666666666665,989.4110350184869
11,41,1.0,989.4110350184869
11,41,1.5,989.4110350184869
15,42,0.6666666666666666,989.1464775454496
15,42,0.8333333333333333,989.1464775454496
15,42,1.0,989.1464775454496
15,42,1.3333333333333333,989.1464775454496
15,42,1.5,989.1464775454496
15,42,1.6666666666666665,989.1464775454496
15,42,1.8333333333333333,989.1464775454496
15,42,2.0,989.1464775454496
16,43,1.8333333333333333,989.1464775454496
15,42,1.1666666666666665,989.1464775454496
