Short EMA,Long EMA,Order Ratio,Final Balance
8,47,2.0,990.9643661961891
8,48,1.6666666666666665,990.9643661961891
8,48,1.8333333333333333,990.9643661961891
8,48,2.0,990.9643661961891
8,47,0.6666666666666666,990.9643661961891
8,47,0.5,990.9643661961891
8,48,0.5,990.9643661961891
8,48,0.6666666666666666,990.9643661961891
8,48,0.8333333333333333,990.9643661961891
8,48,1.0,990.9643661961891
8,48,1.3333333333333333,990.9643661961891
8,48,1.1666666666666665,990.9643661961891
8,48,1.5,990.9643661961891
8,47,0.8333333333333333,990.9643661961891
8,47,1.0,990.9643661961891
8,47,1.1666666666666665,990.9643661961891
8,47,1.3333333333333333,990.9643661961891
8,47,1.5,990.9643661961891
8,47,1.6666666666666665,990.9643661961891
8,47,1.8333333333333333,990.9643661961891
8,49,0.6666666666666666,990.0567952261697
8,49,0.5,990.0567952261697
8,49,1.8333333333333333,990.0567952261697
8,49,1.6666666666666665,990.0567952261697
8,49,1.5,990.0567952261697
8,49,2.0,990.0567952261697
8,49,1.3333333333333333,990.0567952261697
8,49,1.1666666666666665,990.0567952261697
8,49,1.0,990.0567952261697
8,49,0.8333333333333333,990.0567952261697
9,43,1.1666666666666665,990.0248873351875
9,43,1.6666666666666665,990.0248873351875
9,43,1.8333333333333333,990.0248873351875
9,43,1.3333333333333333,990.0248873351875
9,43,0.5,990.0248873351875
9,43,0.6666666666666666,990.0248873351875
9,43,1.5,990.0248873351875
9,43,0.8333333333333333,990.0248873351875
9,43,1.0,990.0248873351875
9,43,2.0,990.0248873351875
10,40,0.5,989.9275286706429
10,40,0.6666666666666666,989.9275286706429
10,40,0.8333333333333333,989.9275286706429
10,40,1.0,989.9275286706429
10,40,1.1666666666666665,989.9275286706429
10,40,1.3333333333333333,989.9275286706429
10,40,1.5,989.9275286706429
10,40,1.6666666666666665,989.9275286706429
10,40,1.8333333333333333,989.9275286706429
10,41,0.5,989.9275286706429
