Short EMA,Long EMA,Order Ratio,Final Balance
13,35,1.6666666666666665,1000.7096060470345
13,35,1.5,1000.7096060470345
13,35,1.3333333333333333,1000.7096060470345
13,35,1.8333333333333333,1000.7096060470345
12,38,0.5,1000.7096060470345
12,38,0.6666666666666666,1000.7096060470345
12,38,1.5,1000.7096060470345
12,38,1.6666666666666665,1000.7096060470345
14,32,0.5,1000.7096060470345
14,32,0.6666666666666666,1000.7096060470345
14,33,1.8333333333333333,1000.7096060470345
14,33,2.0,1000.7096060470345
12,38,1.8333333333333333,1000.7096060470345
12,38,2.0,1000.7096060470345
14,33,0.5,1000.7096060470345
14,33,0.6666666666666666,1000.7096060470345
14,33,1.5,1000.7096060470345
14,33,1.6666666666666665,1000.7096060470345
14,32,1.5,1000.7096060470345
14,32,1.6666666666666665,1000.7096060470345
14,32,1.8333333333333333,1000.7096060470345
14,32,2.0,1000.7096060470345
14,33,0.8333333333333333,1000.7096060470345
14,33,1.0,1000.7096060470345
13,37,1.1666666666666665,1000.7096060470345
13,37,1.3333333333333333,1000.7096060470345
13,37,1.5,1000.7096060470345
13,37,1.6666666666666665,1000.7096060470345
13,38,0.8333333333333333,1000.7096060470345
13,38,1.0,1000.7096060470345
13,38,1.1666666666666665,1000.7096060470345
13,38,1.3333333333333333,1000.7096060470345
13,37,1.8333333333333333,1000.7096060470345
13,37,2.0,1000.7096060470345
13,38,0.5,1000.7096060470345
13,38,0.6666666666666666,1000.7096060470345
13,36,0.8333333333333333,1000.7096060470345
13,36,1.0,1000.7096060470345
13,36,1.1666666666666665,1000.7096060470345
13,36,1.3333333333333333,1000.7096060470345
12,39,2.0,1000.7096060470345
12,39,1.8333333333333333,1000.7096060470345
12,39,0.6666666666666666,1000.7096060470345
12,39,0.5,1000.7096060470345
14,32,0.8333333333333333,1000.7096060470345
14,32,1.0,1000.7096060470345
14,32,1.1666666666666665,1000.7096060470345
14,32,1.3333333333333333,1000.7096060470345
12,39,1.6666666666666665,1000.7096060470345
12,39,1.5,1000.7096060470345
