timestamp,close
2024-12-17 23:11:00,3855.47
2024-12-17 23:12:00,3861.0
2024-12-17 23:13:00,3858.91
2024-12-17 23:14:00,3861.99
2024-12-17 23:15:00,3866.0
2024-12-17 23:16:00,3868.58
2024-12-17 23:17:00,3870.91
2024-12-17 23:18:00,3871.41
2024-12-17 23:19:00,3871.47
2024-12-17 23:20:00,3870.0
2024-12-17 23:21:00,3871.66
2024-12-17 23:22:00,3872.72
2024-12-17 23:23:00,3875.96
2024-12-17 23:24:00,3877.57
2024-12-17 23:25:00,3871.6
2024-12-17 23:26:00,3873.49
2024-12-17 23:27:00,3868.8
2024-12-17 23:28:00,3861.5
2024-12-17 23:29:00,3867.39
2024-12-17 23:30:00,3868.84
2024-12-17 23:31:00,3871.29
2024-12-17 23:32:00,3865.29
2024-12-17 23:33:00,3861.58
2024-12-17 23:34:00,3862.8
2024-12-17 23:35:00,3863.79
2024-12-17 23:36:00,3861.0
2024-12-17 23:37:00,3862.66
2024-12-17 23:38:00,3869.89
2024-12-17 23:39:00,3873.67
2024-12-17 23:40:00,3877.94
2024-12-17 23:41:00,3880.25
2024-12-17 23:42:00,3883.8
2024-12-17 23:43:00,3885.22
2024-12-17 23:44:00,3887.21
2024-12-17 23:45:00,3887.0
2024-12-17 23:46:00,3891.96
2024-12-17 23:47:00,3880.6
2024-12-17 23:48:00,3878.22
2024-12-17 23:49:00,3883.34
2024-12-17 23:50:00,3882.88
2024-12-17 23:51:00,3884.36
2024-12-17 23:52:00,3882.03
2024-12-17 23:53:00,3881.05
2024-12-17 23:54:00,3881.84
2024-12-17 23:55:00,3880.37
2024-12-17 23:56:00,3890.8
2024-12-17 23:57:00,3885.19
2024-12-17 23:58:00,3887.07
2024-12-17 23:59:00,3893.01
2024-12-18 00:00:00,3893.83
2024-12-18 00:01:00,3896.42
2024-12-18 00:02:00,3889.55
2024-12-18 00:03:00,3888.36
2024-12-18 00:04:00,3888.88
2024-12-18 00:05:00,3890.08
2024-12-18 00:06:00,3897.8
2024-12-18 00:07:00,3896.82
2024-12-18 00:08:00,3894.61
2024-12-18 00:09:00,3898.65
2024-12-18 00:10:00,3895.0
2024-12-18 00:11:00,3898.2
2024-12-18 00:12:00,3898.49
2024-12-18 00:13:00,3900.01
2024-12-18 00:14:00,3898.71
2024-12-18 00:15:00,3900.77
2024-12-18 00:16:00,3900.96
2024-12-18 00:17:00,3902.35
2024-12-18 00:18:00,3892.45
2024-12-18 00:19:00,3891.47
2024-12-18 00:20:00,3888.94
2024-12-18 00:21:00,3888.8
2024-12-18 00:22:00,3888.24
2024-12-18 00:23:00,3887.0
2024-12-18 00:24:00,3883.01
2024-12-18 00:25:00,3884.51
2024-12-18 00:26:00,3881.62
2024-12-18 00:27:00,3878.51
2024-12-18 00:28:00,3877.47
2024-12-18 00:29:00,3879.01
2024-12-18 00:30:00,3872.5
2024-12-18 00:31:00,3867.65
2024-12-18 00:32:00,3863.54
2024-12-18 00:33:00,3869.1
2024-12-18 00:34:00,3869.2
2024-12-18 00:35:00,3867.99
2024-12-18 00:36:00,3858.81
2024-12-18 00:37:00,3857.61
2024-12-18 00:38:00,3861.98
2024-12-18 00:39:00,3858.0
2024-12-18 00:40:00,3861.23
2024-12-18 00:41:00,3865.41
2024-12-18 00:42:00,3864.6
2024-12-18 00:43:00,3871.0
2024-12-18 00:44:00,3874.81
2024-12-18 00:45:00,3869.98
2024-12-18 00:46:00,3874.52
2024-12-18 00:47:00,3873.36
2024-12-18 00:48:00,3876.67
2024-12-18 00:49:00,3882.97
2024-12-18 00:50:00,3883.28
2024-12-18 00:51:00,3889.35
2024-12-18 00:52:00,3888.21
2024-12-18 00:53:00,3885.63
2024-12-18 00:54:00,3884.22
2024-12-18 00:55:00,3886.37
2024-12-18 00:56:00,3884.36
2024-12-18 00:57:00,3886.85
2024-12-18 00:58:00,3885.04
2024-12-18 00:59:00,3883.43
2024-12-18 01:00:00,3882.81
2024-12-18 01:01:00,3886.19
2024-12-18 01:02:00,3889.66
2024-12-18 01:03:00,3892.35
2024-12-18 01:04:00,3892.59
2024-12-18 01:05:00,3890.61
2024-12-18 01:06:00,3889.99
2024-12-18 01:07:00,3889.86
2024-12-18 01:08:00,3890.6
2024-12-18 01:09:00,3885.8
2024-12-18 01:10:00,3885.19
2024-12-18 01:11:00,3888.15
2024-12-18 01:12:00,3888.6
2024-12-18 01:13:00,3886.02
2024-12-18 01:14:00,3887.69
2024-12-18 01:15:00,3888.6
2024-12-18 01:16:00,3894.0
2024-12-18 01:17:00,3896.43
2024-12-18 01:18:00,3893.41
2024-12-18 01:19:00,3894.4
2024-12-18 01:20:00,3894.4
2024-12-18 01:21:00,3891.58
2024-12-18 01:22:00,3888.11
2024-12-18 01:23:00,3886.84
2024-12-18 01:24:00,3883.79
2024-12-18 01:25:00,3883.18
2024-12-18 01:26:00,3887.87
2024-12-18 01:27:00,3889.23
2024-12-18 01:28:00,3887.37
2024-12-18 01:29:00,3884.36
2024-12-18 01:30:00,3887.8
2024-12-18 01:31:00,3888.59
2024-12-18 01:32:00,3889.38
2024-12-18 01:33:00,3889.92
2024-12-18 01:34:00,3886.01
2024-12-18 01:35:00,3886.64
2024-12-18 01:36:00,3889.0
2024-12-18 01:37:00,3886.36
2024-12-18 01:38:00,3885.24
2024-12-18 01:39:00,3874.48
2024-12-18 01:40:00,3874.73
2024-12-18 01:41:00,3873.61
2024-12-18 01:42:00,3871.47
2024-12-18 01:43:00,3871.46
2024-12-18 01:44:00,3873.79
2024-12-18 01:45:00,3875.3
2024-12-18 01:46:00,3875.63
2024-12-18 01:47:00,3876.44
2024-12-18 01:48:00,3875.62
2024-12-18 01:49:00,3870.0
2024-12-18 01:50:00,3858.76
2024-12-18 01:51:00,3853.6
2024-12-18 01:52:00,3851.6
2024-12-18 01:53:00,3844.99
2024-12-18 01:54:00,3843.81
2024-12-18 01:55:00,3844.99
2024-12-18 01:56:00,3845.42
2024-12-18 01:57:00,3840.3
2024-12-18 01:58:00,3842.81
2024-12-18 01:59:00,3845.06
2024-12-18 02:00:00,3839.67
2024-12-18 02:01:00,3842.86
2024-12-18 02:02:00,3841.79
2024-12-18 02:03:00,3850.9
2024-12-18 02:04:00,3855.21
2024-12-18 02:05:00,3855.41
2024-12-18 02:06:00,3861.0
2024-12-18 02:07:00,3860.0
2024-12-18 02:08:00,3868.37
2024-12-18 02:09:00,3869.16
2024-12-18 02:10:00,3868.84
2024-12-18 02:11:00,3870.61
2024-12-18 02:12:00,3871.29
2024-12-18 02:13:00,3869.15
2024-12-18 02:14:00,3866.45
2024-12-18 02:15:00,3865.39
2024-12-18 02:16:00,3868.0
2024-12-18 02:17:00,3869.19
2024-12-18 02:18:00,3871.5
2024-12-18 02:19:00,3875.5
2024-12-18 02:20:00,3872.5
2024-12-18 02:21:00,3869.23
2024-12-18 02:22:00,3871.13
2024-12-18 02:23:00,3870.41
2024-12-18 02:24:00,3868.51
2024-12-18 02:25:00,3866.5
2024-12-18 02:26:00,3872.61
2024-12-18 02:27:00,3872.8
2024-12-18 02:28:00,3874.81
2024-12-18 02:29:00,3876.71
2024-12-18 02:30:00,3875.0
2024-12-18 02:31:00,3878.27
2024-12-18 02:32:00,3879.38
2024-12-18 02:33:00,3875.55
2024-12-18 02:34:00,3877.61
2024-12-18 02:35:00,3876.02
2024-12-18 02:36:00,3875.04
2024-12-18 02:37:00,3869.6
2024-12-18 02:38:00,3872.49
2024-12-18 02:39:00,3871.61
2024-12-18 02:40:00,3870.0
2024-12-18 02:41:00,3869.79
2024-12-18 02:42:00,3868.6
2024-12-18 02:43:00,3867.96
2024-12-18 02:44:00,3869.1
2024-12-18 02:45:00,3871.83
2024-12-18 02:46:00,3872.4
2024-12-18 02:47:00,3866.99
2024-12-18 02:48:00,3865.39
2024-12-18 02:49:00,3865.2
2024-12-18 02:50:00,3863.92
2024-12-18 02:51:00,3861.43
2024-12-18 02:52:00,3865.8
2024-12-18 02:53:00,3865.02
2024-12-18 02:54:00,3864.6
2024-12-18 02:55:00,3869.99
2024-12-18 02:56:00,3870.12
2024-12-18 02:57:00,3871.57
2024-12-18 02:58:00,3872.58
2024-12-18 02:59:00,3870.66
2024-12-18 03:00:00,3864.61
2024-12-18 03:01:00,3869.66
2024-12-18 03:02:00,3872.0
2024-12-18 03:03:00,3874.34
2024-12-18 03:04:00,3873.17
2024-12-18 03:05:00,3873.03
2024-12-18 03:06:00,3868.26
2024-12-18 03:07:00,3869.28
2024-12-18 03:08:00,3858.93
2024-12-18 03:09:00,3855.97
2024-12-18 03:10:00,3857.0
2024-12-18 03:11:00,3862.57
